# "t_number","t_lat","t_lon"
0,63.786973984173,16.470166554118
0,63.783950829279,16.475976970319
0,63.782802591361,16.477896639883
0,63.782164011219,16.480173058885
0,63.781269594544,16.485343152084
0,63.780141823531,16.488601117369
0,63.778254703659,16.491171263159
0,63.77671881654,16.493445475433
0,63.775377327645,16.496332428909
0,63.773571978921,16.500525516281
0,63.77248900974,16.50372228387
0,63.770326617027,16.507500188502
0,63.768700344216,16.511696290177
0,63.767701848555,16.515907670408
0,63.766165031558,16.520105163105
0,63.76295571845,16.526853776873
0,63.760926241328,16.534401266691
0,63.760335562654,16.53766884834
0,63.759621456627,16.544013162817
0,63.759712390037,16.549020674685
0,63.759530994087,16.551143588705
0,63.758086976573,16.559717153798
0,63.756486311897,16.563868633906
0,63.75406360686,16.572454652974
0,63.742563790046,16.593873211059
0,63.739650545471,16.59834828229
0,63.737262777986,16.601865329221
0,63.735300544421,16.604664926942
0,63.734323836028,16.606074828455
0,63.730553107949,16.611413693085
0,63.725447526346,16.622744289996
0,63.716959899241,16.644756420442
0,63.712723101581,16.65891373516
0,63.706000672987,16.666943362584
0,63.701285599801,16.673776925041
0,63.695703949347,16.682906623977
0,63.693340785094,16.689383793129
0,63.680225197558,16.729329876344
0,63.678785157422,16.732839380132
0,63.67728018848,16.735275514527
0,63.671360015829,16.744798568881
0,63.667234405276,16.747348574621
0,63.660015812247,16.753651988081
0,63.655623702363,16.754414066902
0,63.647046246862,16.754511380103
0,63.641271875047,16.755368107349
0,63.636828232158,16.757136559043
0,63.630683286736,16.76245833646
0,63.628293684595,16.76562548744
0,63.624976769558,16.769264942426
0,63.621658072359,16.770483567826
0,63.614364137141,16.783764404404
0,63.609136935892,16.787233361672
0,63.606555078537,16.786942843552
0,63.605714414798,16.78655109977
0,63.599972699774,16.78389505701
0,63.597122977641,16.78341441203
0,63.593910003792,16.784895762696
0,63.592784687988,16.785461472966
0,63.571636921504,16.806496488012
0,63.566812463164,16.811298744452
0,63.566541403982,16.811570973124
0,63.556582402341,16.814177723367
0,63.554868653009,16.814197663386
0,63.547751684254,16.81197516478
0,63.545532444809,16.811152817617
0,63.544603833421,16.810516776768
0,63.540916968498,16.807873452547
0,63.538373257895,16.805974565471
0,63.5352111918,16.805260720549
0,63.52599730549,16.805240009004
0,63.506413534003,16.804997641423
0,63.503645146754,16.80700966516
0,63.501083313451,16.808988381998
0,63.498554466049,16.81265457179
0,63.497608423858,16.813223649301
0,63.495719439173,16.813920099362
0,63.493505070166,16.813681502999
0,63.492429702315,16.813503114163
0,63.4910082657,16.814055299789
0,63.488701924095,16.816683858587
0,63.487422997428,16.817381351546
0,63.485937624056,16.818091554736
0,63.483906689427,16.819825979204
0,63.482549593198,16.821423514782
0,63.481522075703,16.823353685463
0,63.480902993441,16.825880201473
0,63.479534949247,16.829001916843
0,63.472135237829,16.837464135644
0,63.469502093417,16.839315060082
0,63.463454791171,16.846778003993
0,63.462299314862,16.84898209529
0,63.460714648612,16.853436345037
0,63.459340561561,16.85729627397
0,63.454511144677,16.864938144235
0,63.449634167949,16.869268213568
0,63.445912913405,16.871395062844
0,63.443492333761,16.871144815333
0,63.44121061834,16.870318624455
0,63.439519893378,16.87205933352
0,63.437877419661,16.875745233921
0,63.436601122853,16.884413404226
0,63.435450774043,16.894147471255
0,63.434334429344,16.899354227917
0,63.432479120099,16.903791055416
0,63.431238223628,16.907649936834
0,63.429547044367,16.917500574511
0,63.429122389248,16.920188334138
0,63.426600352456,16.924897485627
0,63.425216014125,16.929810581048
0,63.422007249725,16.935092049287
0,63.420644125803,16.93728127254
0,63.419161805438,16.937523227117
0,63.418093714091,16.936439908616
0,63.417561562974,16.935658076408
0,63.416498195027,16.933974401835
0,63.415368552089,16.93272872913
0,63.413541930316,16.933397812707
0,63.411043198457,16.935101399735
0,63.409761683125,16.934910896595
0,63.408151932915,16.934247130976
0,63.405587442589,16.935187179787
0,63.405254310818,16.93533420197
0,63.39973228656,16.93585756301
0,63.397292665188,16.938022665644
0,63.395379419867,16.94168874842
0,63.395106682079,16.942138144326
0,63.393879105693,16.94419032106
0,63.390897684591,16.946772891943
0,63.389541576901,16.948059323834
0,63.386875454935,16.95047364676
0,63.384181902517,16.952946431383
0,63.383713088027,16.953227726075
0,63.381733656824,16.956148500032
0,63.379811387679,16.960870894314
0,63.378442849654,16.963675373093
0,63.377422558176,16.965573852793
0,63.376265880803,16.966586932006
0,63.374350603239,16.970408333088
0,63.370375358737,16.979243156761
0,63.369216539562,16.981594666075
0,63.367591041287,16.982867488166
0,63.366026997738,16.984302583737
0,63.364796341507,16.986650590945
0,63.364107443898,16.988580973313
0,63.363160705483,16.9891416362
0,63.35559053808,16.993166233354
0,63.354233847909,16.994468885947
0,63.350609339141,17.001950443858
0,63.349583258629,17.003406040758
0,63.34734639291,17.005869785956
0,63.345099338094,17.008472537674
0,63.342947584872,17.016770779788
0,63.340910682581,17.026270873484
0,63.340672312157,17.031053597205
0,63.339835571609,17.034452773568
0,63.338664296894,17.037098607924
0,63.33764027571,17.039311238149
0,63.337078812188,17.041982836748
0,63.336435144835,17.045848832402
0,63.333777073423,17.050226676085
0,63.330991070179,17.052801462228
0,63.329022606018,17.055251497063
0,63.323967090854,17.06387409396
0,63.31958391341,17.072503269855
0,63.318126879891,17.076929075066
0,63.317691233044,17.080501664569
0,63.316786426881,17.084352662179
0,63.316289835489,17.094666547301
0,63.315793898788,17.11170436617
0,63.315214606095,17.116167527319
0,63.313771399793,17.126716363998
0,63.31339792197,17.131188383942
0,63.313106596478,17.133569174641
0,63.311768229657,17.139492741067
0,63.309960430204,17.145693208647
0,63.308385344156,17.149071109571
0,63.307428210706,17.150662253073
0,63.305862500464,17.152085266831
0,63.305250292713,17.153253470693
0,63.303246968503,17.158245841586
0,63.30192642366,17.163130035965
0,63.300554136052,17.165897393772
0,63.297368331681,17.17531884671
0,63.295315144301,17.185390532907
0,63.294477454305,17.188500838911
0,63.292407212527,17.193784797313
0,63.288925780085,17.199298938273
0,63.287494118803,17.200724906362
0,63.28541047312,17.200923249137
0,63.279311199045,17.197938323957
0,63.276728889153,17.194067675693
0,63.273934191384,17.190805215314
0,63.270090763448,17.184644398836
0,63.268014153795,17.183190724497
1,61.272181091042,16.868887603586
1,61.274363881471,16.872074969476
1,61.275319383283,16.872685347262
1,61.275937742518,16.872799544267
1,61.278955817179,16.872473035686
1,61.281239368305,16.873109932543
1,61.282635999871,16.87468657003
1,61.284561091119,16.878668593472
1,61.285343077835,16.881921880493
1,61.285524941133,16.883886462225
1,61.285520499564,16.884445840934
1,61.284778849717,16.909729314681
1,61.284836976483,16.911409919552
1,61.285653462389,16.913639468721
1,61.287075723502,16.91751325016
1,61.287532045088,16.918779090676
1,61.288045127513,16.921874939892
1,61.289139312284,16.928498401616
1,61.290539677375,16.938192618344
1,61.291493821004,16.943226464795
1,61.291957990394,16.945668416444
1,61.294289716245,16.956517750042
1,61.298820639736,16.977675259357
1,61.30011917749,16.983191071315
1,61.300555441477,16.986696894106
1,61.302503499789,17.010152980912
1,61.302241425441,17.017420887765
1,61.30155310998,17.022134248456
1,61.301304632334,17.02382277155
1,61.301230617547,17.025070179799
2,61.233679801146,16.568777435656
2,61.236234741956,16.569267564712
2,61.24039708204,16.571174875012
2,61.244099837165,16.571823586123
2,61.245038020261,16.572554190277
2,61.246435740081,16.574544041853
2,61.247484788487,16.579450078938
2,61.25000754518,16.597954894995
2,61.250189381522,16.600623455189
2,61.249988881765,16.611795904252
2,61.250361932028,16.616965799518
2,61.251881538616,16.62246362282
2,61.254139301793,16.627552722771
2,61.255258531281,16.630935751881
2,61.257898405253,16.639520635185
2,61.25869130515,16.641926835022
2,61.259755997088,16.643911789155
2,61.260602788515,16.64484747279
2,61.261164283039,16.645477421102
2,61.263571397211,16.648057663385
2,61.264506962633,16.649145054383
2,61.265772083215,16.650632762567
2,61.266439832545,16.651489441313
2,61.267309536482,16.653059891304
2,61.268037518993,16.654328366795
2,61.268837156174,16.655617476528
2,61.269366775611,16.657029835713
2,61.269888533236,16.659690983424
2,61.270665180546,16.664614787874
2,61.271974802455,16.670373731678
2,61.273403459,16.678522786035
2,61.274003661374,16.68008685079
2,61.276995012643,16.685204225363
2,61.278123581873,16.688312370399
2,61.279041204509,16.692104726517
2,61.280516760517,16.722635010486
2,61.281637686151,16.735963888455
2,61.281699244123,16.737457573845
2,61.28177177611,16.742569374276
2,61.281562676661,16.746852245575
2,61.281297215549,16.748895595366
2,61.280656574422,16.751971911672
2,61.279762689685,16.754033512627
2,61.278194875288,16.757491757639
2,61.277426587805,16.760824767903
2,61.276392089454,16.764988544011
2,61.275166943973,16.766908868231
2,61.273054517234,16.769920484413
2,61.268571255163,16.775654935973
2,61.265987116311,16.779340408551
2,61.261176517052,16.793038401902
2,61.260352705809,16.79524886692
2,61.259387188914,16.798423787573
2,61.259170283589,16.801081774465
2,61.259425102502,16.803046537079
2,61.261123238769,16.810088952114
2,61.26155457596,16.814855045012
2,61.261344704988,16.816525601081
2,61.260438297734,16.820130510484
2,61.259937261227,16.824717377171
2,61.259635431201,16.829049680662
2,61.260191065213,16.832720366593
2,61.26297079161,16.841309757326
2,61.267095926659,16.847596677252
2,61.267963345647,16.849172554248
2,61.268683026574,16.85128420039
2,61.26929545445,16.859133900118
2,61.270474127272,16.863367813165
2,61.271367066934,16.86625013912
2,61.272181091042,16.868887603586
3,63.179184807725,17.082018828692
3,63.179899800409,17.085327104911
3,63.179317423544,17.090206636837
3,63.178248525156,17.096275726873
3,63.178210613268,17.100444317513
3,63.178456699837,17.102977345798
3,63.179044837969,17.105386727609
3,63.179901219548,17.106914561701
3,63.180906547072,17.107853364054
3,63.184125777682,17.109050577856
3,63.185792069381,17.110317268052
3,63.193416999055,17.123177748279
3,63.196296454246,17.131952467752
3,63.196875125586,17.134363507641
3,63.197375717369,17.138400546445
3,63.197549484159,17.148543215893
3,63.198658053281,17.152767835324
3,63.203522374181,17.16491955904
3,63.205554718947,17.177537730517
3,63.206204362498,17.179953846076
3,63.207031069391,17.184465738531
3,63.207059412095,17.18893978554
3,63.20620867636,17.193371752081
3,63.2046075627,17.19836373188
3,63.202354298836,17.20213119009
3,63.199084537299,17.206147069822
3,63.196841113424,17.207986133248
3,63.195283797683,17.209401115726
3,63.192224507912,17.212074364623
3,63.186987563708,17.218077915437
3,63.183917632749,17.221801718928
3,63.182896716313,17.223400451179
3,63.181433657056,17.227936773625
3,63.179859631335,17.230997529818
3,63.178532258336,17.235400675863
3,63.172819582422,17.246635417215
3,63.171445288835,17.249426243977
3,63.171426948423,17.249465040777
3,63.170314708261,17.252070124696
3,63.164665755258,17.266576923712
3,63.164256425739,17.268858897183
3,63.16397196587,17.272080040557
3,63.163461649251,17.277175369653
3,63.163513635511,17.285991098931
3,63.163520950127,17.286150266605
3,63.164129473301,17.290607795879
3,63.165786989939,17.296846367731
3,63.165841443793,17.298496796964
3,63.164762213601,17.304694137652
3,63.164715043806,17.309158012535
3,63.164207696598,17.313002477546
3,63.163348472595,17.317860665288
3,63.160675233577,17.334552216815
3,63.158315350027,17.347824072547
3,63.154976628895,17.357767156181
3,63.153788130505,17.361414300957
3,63.152792518624,17.366281895908
3,63.149536645073,17.387236873827
3,63.146225039231,17.412052658628
3,63.145699964027,17.422736085385
3,63.145921525052,17.426914413945
3,63.147578347477,17.435041770154
3,63.149142867192,17.445684601659
3,63.149500566541,17.455089435646
3,63.149881761618,17.457035654933
3,63.158314309533,17.490123558114
3,63.16290426528,17.505575219407
3,63.1639826663,17.511434838595
3,63.164865087404,17.51640987911
3,63.165496512007,17.519861639894
3,63.166581440006,17.524392589852
3,63.167083448916,17.527400289291
3,63.167179935247,17.530542824327
3,63.167153890432,17.538581844554
3,63.167111731617,17.553012673181
3,63.167874907884,17.567512264828
3,63.16864113857,17.575897671869
3,63.168430605629,17.581980133163
3,63.167766463302,17.587002252184
3,63.163135317809,17.612623505744
3,63.156817074641,17.627413051897
3,63.155245781795,17.634458934545
3,63.150466761378,17.65009156386
3,63.14864085385,17.655928024261
3,63.146163348621,17.665590877378
3,63.145532307221,17.667177298789
3,63.135387531802,17.681104322892
3,63.129959079497,17.689835687045
3,63.123704358664,17.699243553911
3,63.118070640359,17.713147754912
3,63.114650875527,17.72184186121
3,63.113518669863,17.725929030741
3,63.11232799433,17.734312332594
3,63.112110534889,17.735784188917
3,63.111338019883,17.737813664381
3,63.107918929047,17.741747586521
3,63.107444568761,17.742310438136
3,63.101781416502,17.742983517776
3,63.10062371272,17.743639398659
3,63.098508869462,17.746033989423
3,63.096571348008,17.746617874732
3,63.076678873821,17.756772481638
3,63.072644770196,17.758402238507
3,63.07069689357,17.758430030216
3,63.070429265509,17.758313153648
3,63.066339833433,17.756792679939
3,63.061267626964,17.753644104706
3,63.056430316692,17.748415713543
3,63.054431024585,17.746957412579
3,63.050858322954,17.747016257581
3,63.048598835063,17.748170961732
3,63.046790912592,17.749118303831
3,63.044876200406,17.749999099625
3,63.043746988031,17.750536738502
3,63.041001558551,17.758953175812
3,63.039894786607,17.761112885545
3,63.035452511791,17.766290191946
3,63.034906325152,17.766846445286
3,63.032382753234,17.768910122367
3,63.029953625467,17.769339608811
3,63.027531688001,17.768603685134
3,63.025529795617,17.767994906012
3,63.023310306645,17.766897430226
3,63.020983484845,17.765773165746
3,63.015198833983,17.760940960784
3,63.013395009149,17.759635227742
3,63.011854965771,17.759374240092
3,63.010167099631,17.759419365874
3,63.009566349594,17.759379197529
3,63.007158144928,17.760244982438
3,63.005101533708,17.760995941189
3,63.001926025646,17.761533722046
3,63.001748060975,17.761423102489
3,63.000795471231,17.76086582696
3,62.999752196957,17.758427138654
3,62.99950769996,17.756634140582
3,62.999676997405,17.754118613422
3,63.000386138001,17.75150080724
3,63.001250043554,17.747412527154
3,63.00161617035,17.744929605145
3,63.001461600186,17.741800122099
3,63.001010401487,17.735413437169
3,63.001034071625,17.73367773882
3,63.001054765528,17.732159000161
3,63.00105546694,17.726828819246
3,63.001091102533,17.71956626601
3,63.001470864595,17.71603760994
3,63.002150301326,17.710909555351
3,63.002108307304,17.708695696227
3,63.002274898385,17.706317729033
3,63.002665149439,17.70265125737
3,63.002793436871,17.69776342863
3,63.003181623267,17.694234854468
3,63.003343762896,17.69217232799
3,63.003847365162,17.689401296735
3,63.004869659797,17.683386073135
3,63.005103376452,17.681327968475
3,63.004920669007,17.679539295383
3,63.004538579505,17.677895823701
3,63.003682628121,17.676794616773
3,63.002261950327,17.676999805536
3,62.99796176979,17.676428468276
3,62.994460777756,17.676500528093
3,62.993509341552,17.677189629539
3,62.992356975904,17.678142117888
3,62.98988103703,17.682127673194
3,62.986188184169,17.691223653662
3,62.984823438686,17.692615461815
3,62.979985933842,17.697333890079
3,62.978264550893,17.699885612155
3,62.97761619711,17.70339424421
3,62.97671190637,17.710574673263
3,62.975837091871,17.71554746139
3,62.974207723589,17.721220079148
3,62.972391831895,17.727392611311
3,62.971398468733,17.730482839148
3,62.970850647786,17.731827297951
3,62.968413369514,17.73746448032
3,62.966263068967,17.743100012247
3,62.964341584607,17.748395010776
3,62.962138411595,17.75392688646
3,62.95919160116,17.759999734251
3,62.954923895711,17.767461269733
3,62.95346552992,17.771009898492
3,62.950631829438,17.77535259677
3,62.949888895708,17.775854452013
3,62.947193107827,17.776737273117
3,62.945705408015,17.777228331283
3,62.943887873356,17.777559219747
3,62.942746493601,17.777029255629
3,62.942429197464,17.776613862942
3,62.940912233781,17.774699317392
3,62.939111606839,17.772529532713
3,62.938951033303,17.772459656958
3,62.937451796951,17.771846882135
3,62.935944260292,17.772474588371
3,62.934699215241,17.772942574125
3,62.933279692378,17.773694253132
3,62.932474821684,17.77413261495
3,62.930637707424,17.776510468252
3,62.926875348425,17.781141203589
3,62.926253241834,17.781985414961
3,62.924814654595,17.784093814808
3,62.923577160488,17.785939933402
3,62.922087494901,17.78656784067
3,62.920589265248,17.787805428354
3,62.919427202557,17.788750629036
3,62.918126884041,17.79059196808
3,62.917017710452,17.792879170267
3,62.916811484238,17.79286520093
3,62.916132914972,17.793252303877
3,62.914905835183,17.794350215524
3,62.913280985595,17.794377866554
3,62.912031805266,17.795769359678
3,62.911317704639,17.798673172988
3,62.910776544511,17.800132195665
3,62.91063239033,17.801441037783
3,62.910571702478,17.805727405631
3,62.910868634036,17.808837623369
3,62.910807721404,17.813124006367
3,62.909727327179,17.8177734637
3,62.909000139296,17.821561249255
3,62.907590050529,17.824770514431
3,62.907125700896,17.825860272019
3,62.903323428827,17.832524706724
3,62.901107947564,17.836798624087
3,62.900481737002,17.838526015783
3,62.899604463268,17.843344441194
3,62.898067656931,17.84721174232
3,62.89713618895,17.848937169628
3,62.89564124129,17.851764191562
3,62.893546004335,17.852660714745
3,62.89183899065,17.85401690238
3,62.888655249932,17.855702550276
3,62.887164998271,17.856345843585
3,62.885227534323,17.855030717709
3,62.882541998693,17.854548442885
3,62.882344745346,17.854534686691
3,62.88023652558,17.855704976034
3,62.878393097282,17.857797944175
3,62.878042666868,17.858441903143
3,62.876384999851,17.861333883957
3,62.874437703429,17.863772793654
3,62.870381411629,17.866810421132
3,62.865414365269,17.870746199216
3,62.859750830616,17.871370159227
3,62.859002337248,17.871612290804
3,62.858325571395,17.871859449689
3,62.856800684032,17.874856338529
3,62.852115673262,17.877905311862
3,62.848807538074,17.878261518141
3,62.846586304197,17.878556751238
3,62.844356391942,17.878831694138
3,62.843352202838,17.878760951024
3,62.840176242118,17.879283361839
3,62.839907262828,17.879264411528
3,62.835495073991,17.877186784635
3,62.834039615075,17.875455042305
3,62.831896107497,17.87045598502
3,62.82931313057,17.85804708802
3,62.827209732452,17.850246444635
3,62.825957446351,17.84809889158
3,62.825017988925,17.847896372508
3,62.823790490891,17.848988668442
3,62.821747489605,17.850612937662
3,62.820376931437,17.852283702367
3,62.819687368874,17.853413040823
3,62.818230609076,17.856686389016
3,62.817443558178,17.859574491084
3,62.816263944422,17.862297707853
3,62.814810916719,17.864687719219
3,62.813635510528,17.867116536914
3,62.811514256515,17.869165073627
3,62.810269346578,17.87143165809
3,62.810226579573,17.871899410323
3,62.809788128428,17.876693790819
3,62.809367456431,17.882705362876
3,62.807922643542,17.889370081572
3,62.806497298866,17.894701910498
3,62.806280029688,17.895431772455
3,62.804646122924,17.901493421916
3,62.804014553442,17.902919318628
3,62.80291469884,17.904449086857
3,62.801273667927,17.910960064262
3,62.800223288091,17.913375302294
3,62.798077137441,17.917633420242
3,62.795683834706,17.919814638223
3,62.793973960963,17.921907323689
3,62.792813376604,17.922686591394
3,62.790620783626,17.924646220067
3,62.788684223624,17.926290760483
3,62.787545752866,17.925601319455
3,62.785912567545,17.924386423629
3,62.784454977099,17.924026974026
3,62.781982012896,17.924339329048
3,62.779390249333,17.925387694551
3,62.777739508812,17.921761912619
3,62.777541700138,17.92059172948
3,62.777168540352,17.918546913615
3,62.777073444647,17.918304990773
3,62.77683842278,17.917817941382
3,62.775856532316,17.913868445396
3,62.775018569606,17.909890297227
3,62.773467982092,17.908545559528
3,62.767336085842,17.905053334934
3,62.764104644324,17.904471071028
3,62.761216112216,17.902562130082
3,62.75900757725,17.900192703326
3,62.756673062738,17.899048202381
3,62.754311225278,17.899135341784
3,62.752066236059,17.899211174868
3,62.749593309552,17.899525317245
3,62.747557606229,17.900614177031
3,62.745760913478,17.900721671261
3,62.743067330996,17.90078514431
3,62.742457644431,17.900741925812
3,62.739873763899,17.902476458302
3,62.738116646659,17.902938832283
3,62.736771750626,17.902843422292
3,62.735713333811,17.90159442279
3,62.735073816333,17.89933825326
3,62.734503908131,17.887559215331
3,62.733900885112,17.882821392696
3,62.733017760146,17.878807548139
3,62.732555549973,17.873630058266
3,62.731850517596,17.871526683021
3,62.730598516749,17.869385237937
3,62.730096984797,17.866865944239
3,62.730137961451,17.864071523281
3,62.731004996545,17.860023871139
3,62.731687491049,17.855082887617
3,62.731405096212,17.847355842735
3,62.731250342115,17.843178458226
3,62.730847800234,17.838749346157
3,62.730320840728,17.832981660292
3,62.729944697576,17.831058456306
3,62.72975814199,17.830302366186
3,62.72912787938,17.827325150958
3,62.727415122384,17.824724045861
3,62.726473647567,17.824659777733
3,62.725319765338,17.825011290196
3,62.723190919976,17.828249243114
3,62.721885643876,17.829763566634
3,62.719750593507,17.828444243367
3,62.717561198738,17.826534817733
3,62.71622611568,17.824508001172
3,62.715321099448,17.823155873218
3,62.71252807635,17.820775937412
3,62.710783818735,17.820363957461
3,62.709840377565,17.82043657369
3,62.707883444466,17.820459747592
3,62.706536511504,17.820504892527
3,62.702451117754,17.823744575198
3,62.698405598307,17.829194135405
3,62.696757850861,17.831426237135
3,62.693884933035,17.834590140989
3,62.691982793729,17.835788296776
3,62.690085163759,17.836674055229
3,62.685124459819,17.844537228124
3,62.681414826695,17.844731167664
3,62.678461945399,17.84534815028
3,62.67533937734,17.845289484136
3,62.67347957954,17.84418533357
3,62.671941611776,17.843786739288
3,62.670197415287,17.843374014116
3,62.668007209509,17.845858727015
3,62.665768071384,17.851696937033
3,62.663808236301,17.856831455838
3,62.6633382319,17.861346466446
3,62.662412340634,17.864502539674
3,62.66192891447,17.865639963008
3,62.660528075509,17.869348185428
3,62.660257228109,17.873720283815
3,62.660769220039,17.878556837203
3,62.660965382264,17.879858590899
3,62.661277205225,17.880622006979
3,62.661491550147,17.881300552613
3,62.661551734438,17.882085413498
3,62.66155696201,17.882944493811
3,62.661491914166,17.8849110744
3,62.661542822858,17.885714809402
3,62.661945139994,17.887031115234
3,62.662509704034,17.888300300362
3,62.662746854546,17.889253772707
3,62.662346510678,17.896251705074
3,62.661254991137,17.902029613742
3,62.660139692194,17.904585371866
3,62.659351708312,17.907456855056
3,62.658584733213,17.913705686609
3,62.657631396988,17.919199397873
3,62.656706566914,17.922197096774
3,62.65607051865,17.924493266982
3,62.65351607075,17.928408200379
3,62.651337678134,17.930008239253
3,62.647376803286,17.929588150234
3,62.647170586764,17.929573391578
3,62.64574757893,17.930485876237
3,62.645147953079,17.931554777265
3,62.64359240703,17.933510868434
3,62.642500135697,17.933920168473
3,62.641235941292,17.933829529536
3,62.640282503612,17.933371124527
3,62.638541443901,17.932173761892
3,62.636750311796,17.930134446441
3,62.63450147267,17.927497199756
3,62.633329216394,17.925483133949
3,62.631272845568,17.921982927337
3,62.630301729842,17.920315055899
3,62.629771257934,17.919185530969
3,62.629102625048,17.918884512103
3,62.626880069174,17.918063599624
3,62.62474703461,17.91785343798
3,62.623969176701,17.91705744295
3,62.622512608815,17.914244700501
3,62.622194635102,17.913306074724
3,62.621407308563,17.911944386699
3,62.620500977986,17.909541400202
3,62.619518697396,17.908010186627
3,62.618323755254,17.906892776187
3,62.617197986792,17.905351626392
3,62.616543031105,17.904136139498
3,62.61610739883,17.902059292779
3,62.615803664134,17.899563105753
3,62.615908258829,17.89736851794
3,62.616023302919,17.893869062493
3,62.616472310932,17.890841206355
3,62.617125451105,17.887963975026
3,62.618004097979,17.883192614235
3,62.618231657031,17.881162309684
3,62.618196859777,17.879269570091
3,62.617696078648,17.877324860794
3,62.617433091744,17.87629319197
3,62.616788808179,17.874338595362
3,62.615935974127,17.872525470867
3,62.614787787394,17.868217282218
3,62.614909066221,17.864854713168
3,62.615060726973,17.86369608852
3,62.615999030571,17.859084393358
3,62.616113537227,17.856169376162
3,62.615723685285,17.850296704021
3,62.614657775248,17.840285942662
3,62.614220909547,17.838229613187
3,62.613843110331,17.836430680471
3,62.61281788269,17.832853533895
3,62.612603770153,17.829039607529
3,62.612975434687,17.826298191358
3,62.614810281982,17.820421529686
3,62.614932370601,17.816922479349
3,62.613738051783,17.810704093405
3,62.610378183433,17.796450378496
3,62.609124972968,17.794320928791
3,62.605005126508,17.790539246453
3,62.601957057358,17.787122177009
3,62.601032058773,17.785891994235
3,62.599833919558,17.784935838321
3,62.598568881924,17.784267423537
3,62.597358362028,17.784186894097
3,62.596683651478,17.784297796064
3,62.594722320874,17.782726428328
3,62.592290394718,17.780793030128
3,62.587860982782,17.770278761521
3,62.586141080757,17.768121284951
3,62.585478920848,17.767337927899
3,62.58260146914,17.761309184187
3,62.581286383109,17.75392426319
3,62.580703722963,17.752582151144
3,62.579915078675,17.751207166803
